time_idx,date,tourist,destination,day of the week,month,year,day,Holiday,Trend,Seasonal,Resid
280,2010/4/6,18682,hawai,tuesday,April,2010,6,FALSE,10527.71547,7467.181347,687.1031786
281,2010/4/7,17211,hawai,wednesday,April,2010,7,FALSE,10159.47816,5905.423732,1146.098104
282,2010/4/8,18926,hawai,thursday,April,2010,8,FALSE,9799.113214,5495.760186,3631.1266
283,2010/4/9,20943,hawai,friday,April,2010,9,FALSE,9449.804899,7283.966442,4209.228659
284,2010/4/10,21858,hawai,saturday,April,2010,10,FALSE,9167.150523,7462.732619,5228.116858
285,2010/4/11,19144,hawai,sunday,April,2010,11,FALSE,9011.569913,6668.94292,3463.487167
286,2010/4/12,18336,hawai,monday,April,2010,12,FALSE,8936.916077,6835.256092,2563.827831
287,2010/4/13,16278,hawai,tuesday,April,2010,13,FALSE,8863.059099,6585.946073,828.9948278
288,2010/4/14,16763,hawai,wednesday,April,2010,14,FALSE,8803.131625,6827.149734,1132.718641
289,2010/4/15,19899,hawai,thursday,April,2010,15,FALSE,8794.729078,7509.878407,3594.392515
290,2010/4/16,19844,hawai,friday,April,2010,16,FALSE,8838.013916,6869.855485,4136.130599
291,2010/4/17,20482,hawai,saturday,April,2010,17,FALSE,8905.376609,6225.521302,5351.102089
292,2010/4/18,20074,hawai,sunday,April,2010,18,FALSE,8985.191632,7760.405265,3328.403103
293,2010/4/19,18385,hawai,monday,April,2010,19,FALSE,9058.046564,6807.03409,2519.919346
294,2010/4/20,16892,hawai,tuesday,April,2010,20,FALSE,9092.671914,6847.073109,952.2549774
295,2010/4/21,17479,hawai,wednesday,April,2010,21,FALSE,9080.228347,7209.374082,1189.397571
296,2010/4/22,20305,hawai,thursday,April,2010,22,FALSE,9025.606721,7693.467217,3585.926062
297,2010/4/23,20328,hawai,friday,April,2010,23,FALSE,8953.885341,7342.275742,4031.838917
298,2010/4/24,21034,hawai,saturday,April,2010,24,FALSE,8895.192598,6662.674526,5476.132876
299,2010/4/25,18116,hawai,sunday,April,2010,25,FALSE,8839.533803,6075.628021,3200.838176
300,2010/4/26,18135,hawai,monday,April,2010,26,FALSE,8814.885407,6882.233304,2437.881289
301,2010/4/27,16788,hawai,tuesday,April,2010,27,FALSE,8859.336533,6893.479681,1035.183786
302,2010/4/28,17230,hawai,wednesday,April,2010,28,FALSE,8973.661753,6941.367951,1314.970297
303,2010/4/29,19281,hawai,thursday,April,2010,29,FALSE,9106.877084,6605.254785,3568.868131
304,2010/4/30,20897,hawai,friday,April,2010,30,FALSE,9185.40213,7766.170805,3945.427065
305,2010/5/1,22485,hawai,saturday,May,2010,1,FALSE,9181.077346,7731.894584,5572.02807
306,2010/5/2,19569,hawai,sunday,May,2010,2,FALSE,9103.8448,7389.061354,3076.093846
307,2010/5/3,18626,hawai,monday,May,2010,3,FALSE,8973.531015,7302.704184,2349.764801
308,2010/5/4,16762,hawai,tuesday,May,2010,4,FALSE,8824.437131,6810.253487,1127.309382
309,2010/5/5,16421,hawai,wednesday,May,2010,5,FALSE,8690.354987,6231.415544,1499.229469
310,2010/5/6,18572,hawai,thursday,May,2010,6,FALSE,8640.909919,6440.548145,3490.541937
311,2010/5/7,18697,hawai,friday,May,2010,7,FALSE,8712.427011,6130.396258,3854.176731
312,2010/5/8,21621,hawai,saturday,May,2010,8,FALSE,8902.524041,7104.446825,5614.029134
313,2010/5/9,18622,hawai,sunday,May,2010,9,FALSE,9171.362844,6471.531358,2979.105797
314,2010/5/10,19149,hawai,monday,May,2010,10,FALSE,9458.892841,7386.84524,2303.26192
315,2010/5/11,18245,hawai,tuesday,May,2010,11,FALSE,9751.289439,7240.323561,1253.387
316,2010/5/12,18928,hawai,wednesday,May,2010,12,FALSE,10043.01983,7177.503242,1707.476931
317,2010/5/13,20589,hawai,thursday,May,2010,13,FALSE,10313.30137,6911.216052,3364.48258
318,2010/5/14,20851,hawai,friday,May,2010,14,FALSE,10552.06663,6547.465903,3751.467466
319,2010/5/15,23543,hawai,saturday,May,2010,15,FALSE,10761.02849,7202.355026,5579.61648
320,2010/5/16,21549,hawai,sunday,May,2010,16,FALSE,10964.37232,7671.801394,2912.826285
321,2010/5/17,20174,hawai,monday,May,2010,17,FALSE,11148.10161,6713.850332,2312.048061
322,2010/5/18,19800,hawai,tuesday,May,2010,18,FALSE,11289.36443,7094.887349,1415.748218
323,2010/5/19,20474,hawai,wednesday,May,2010,19,FALSE,11353.04794,7218.611503,1902.340561
324,2010/5/20,22288,hawai,thursday,May,2010,20,FALSE,11323.78593,7753.790348,3210.423726
325,2010/5/21,21720,hawai,friday,May,2010,21,FALSE,11243.45529,6828.398529,3648.146183
326,2010/5/22,25252,hawai,saturday,May,2010,22,FALSE,11165.72477,8611.836199,5474.439036
327,2010/5/23,20699,hawai,sunday,May,2010,23,FALSE,11116.19724,6700.55361,2882.249152
328,2010/5/24,19667,hawai,monday,May,2010,24,FALSE,11117.24237,6200.892692,2348.864936
329,2010/5/25,19179,hawai,tuesday,May,2010,25,FALSE,11160.79052,6416.110611,1602.098865
330,2010/5/26,20335,hawai,wednesday,May,2010,26,FALSE,11213.69495,7053.927316,2067.377738
331,2010/5/27,21795,hawai,thursday,May,2010,27,FALSE,11279.36085,7431.741454,3083.897699
332,2010/5/28,22490,hawai,friday,May,2010,28,FALSE,11386.89304,7538.355768,3564.751194
333,2010/5/29,24084,hawai,saturday,May,2010,29,FALSE,11499.81196,7274.713909,5309.474135
334,2010/5/30,20348,hawai,sunday,May,2010,30,FALSE,11569.88068,5919.618936,2858.500386
335,2010/5/31,20701,hawai,monday,May,2010,31,Memorial_Day,11611.40309,6718.21052,2371.386389
336,2010/6/1,20838,hawai,tuesday,June,2010,1,FALSE,11690.2453,7340.538195,1807.216506
337,2010/6/2,20879,hawai,wednesday,June,2010,2,FALSE,11853.7709,6819.764964,2205.464136
338,2010/6/3,21349,hawai,thursday,June,2010,3,FALSE,12086.48301,6272.051784,2990.465203
339,2010/6/4,22607,hawai,friday,June,2010,4,FALSE,12341.91271,6718.89236,3546.19493
340,2010/6/5,24944,hawai,saturday,June,2010,5,FALSE,12620.49479,7202.481556,5121.023652
341,2010/6/6,22977,hawai,sunday,June,2010,6,FALSE,12952.3407,7219.599631,2805.059674
342,2010/6/7,22705,hawai,monday,June,2010,7,FALSE,13321.19068,7002.936401,2380.872922
343,2010/6/8,22223,hawai,tuesday,June,2010,8,FALSE,13663.439,6530.781099,2028.779905
344,2010/6/9,24316,hawai,wednesday,June,2010,9,FALSE,13977.84505,8054.720576,2283.434371
345,2010/6/10,24403,hawai,thursday,June,2010,10,FALSE,14288.23963,7221.015293,2893.745079
346,2010/6/11,25214,hawai,friday,June,2010,11,FALSE,14590.78086,7050.5868,3572.632342
347,2010/6/12,26085,hawai,saturday,June,2010,12,FALSE,14844.8571,6289.129818,4951.013086
348,2010/6/13,25075,hawai,sunday,June,2010,13,FALSE,15004.8592,7313.065758,2757.075046
349,2010/6/14,25317,hawai,monday,June,2010,14,FALSE,15101.83044,7806.623771,2408.545793
350,2010/6/15,24417,hawai,tuesday,June,2010,15,FALSE,15195.0896,6988.197367,2233.713029
351,2010/6/16,24932,hawai,wednesday,June,2010,16,FALSE,15300.99346,7313.31805,2317.688488
352,2010/6/17,24459,hawai,thursday,June,2010,17,FALSE,15403.54089,6267.354745,2788.104364
353,2010/6/18,26013,hawai,friday,June,2010,18,FALSE,15475.12479,6942.760443,3595.114765
354,2010/6/19,26838,hawai,saturday,June,2010,19,FALSE,15516.13992,6527.608925,4794.251159
355,2010/6/20,25950,hawai,sunday,June,2010,20,FALSE,15555.29692,7651.275151,2743.427928
356,2010/6/21,25547,hawai,monday,June,2010,21,FALSE,15593.67815,7506.983487,2446.338363
357,2010/6/22,25391,hawai,tuesday,June,2010,22,FALSE,15621.83071,7353.726532,2415.442756
358,2010/6/23,23972,hawai,wednesday,June,2010,23,FALSE,15611.23058,6027.430405,2333.339017
359,2010/6/24,25474,hawai,thursday,June,2010,24,FALSE,15573.81623,7210.801169,2689.382597
360,2010/6/25,25977,hawai,friday,June,2010,25,FALSE,15552.51426,6827.345698,3597.140046
361,2010/6/26,27138,hawai,saturday,June,2010,26,FALSE,15589.63063,6881.886622,4666.482744
362,2010/6/27,24989,hawai,sunday,June,2010,27,FALSE,15676.01681,6532.593922,2780.389269
363,2010/6/28,25139,hawai,monday,June,2010,28,FALSE,15778.65549,6900.124325,2460.220183
364,2010/6/29,25679,hawai,tuesday,June,2010,29,FALSE,15855.76929,7269.750539,2553.48017
365,2010/6/30,26206,hawai,wednesday,June,2010,30,FALSE,15896.81423,7976.132937,2333.05283
366,2010/7/1,25539,hawai,thursday,July,2010,1,FALSE,15893.74765,7019.534939,2625.717414
367,2010/7/2,26904,hawai,friday,July,2010,2,FALSE,15844.32378,7468.148235,3591.52798
368,2010/7/3,27284,hawai,saturday,July,2010,3,FALSE,15722.95537,6970.26609,4590.778539
369,2010/7/4,23943,hawai,sunday,July,2010,4,FALSE,15546.05372,5579.47219,2817.474087
370,2010/7/5,24574,hawai,monday,July,2010,5,Independence_day,15363.52415,6754.765066,2455.710781
371,2010/7/6,25612,hawai,tuesday,July,2010,6,FALSE,15228.37388,7740.837858,2642.788264
372,2010/7/7,23925,hawai,wednesday,July,2010,7,FALSE,15157.36373,6451.137305,2316.498963
373,2010/7/8,24600,hawai,thursday,July,2010,8,FALSE,15140.4307,6876.766478,2582.802824
374,2010/7/9,25457,hawai,friday,July,2010,9,FALSE,15137.11108,6733.946025,3585.942894
375,2010/7/10,27107,hawai,saturday,July,2010,10,FALSE,15135.37079,7386.393801,4585.235414
376,2010/7/11,24958,hawai,sunday,July,2010,11,FALSE,15166.18823,6964.149928,2827.661844
377,2010/7/12,24747,hawai,monday,July,2010,12,FALSE,15229.98056,7067.36734,2449.652101
378,2010/7/13,24573,hawai,tuesday,July,2010,13,FALSE,15276.39558,6602.181121,2694.423304
379,2010/7/14,24610,hawai,wednesday,July,2010,14,FALSE,15282.81537,7032.201552,2294.983074
380,2010/7/15,25227,hawai,thursday,July,2010,15,FALSE,15261.72589,7431.386374,2533.887736
381,2010/7/16,26100,hawai,friday,July,2010,16,FALSE,15254.3751,7286.14189,3559.483007
382,2010/7/17,26747,hawai,saturday,July,2010,17,FALSE,15257.95707,6858.631129,4630.411801
383,2010/7/18,24959,hawai,sunday,July,2010,18,FALSE,15255.2414,6843.003932,2860.754663
384,2010/7/19,24137,hawai,monday,July,2010,19,FALSE,15238.97924,6422.963166,2475.057593
385,2010/7/20,25279,hawai,tuesday,July,2010,20,FALSE,15231.91978,7378.054183,2669.026036
386,2010/7/21,24506,hawai,wednesday,July,2010,21,FALSE,15269.8781,6961.443172,2274.678725
387,2010/7/22,24705,hawai,thursday,July,2010,22,FALSE,15337.53686,6883.696819,2483.766321
388,2010/7/23,25952,hawai,friday,July,2010,23,FALSE,15416.50254,7029.893339,3505.604123
389,2010/7/24,26918,hawai,saturday,July,2010,24,FALSE,15503.22211,6718.39026,4696.38763
390,2010/7/25,26051,hawai,sunday,July,2010,25,FALSE,15597.61968,7496.996363,2956.383955
391,2010/7/26,24847,hawai,monday,July,2010,26,FALSE,15709.3354,6587.857037,2549.807567
392,2010/7/27,25330,hawai,tuesday,July,2010,27,FALSE,15814.81668,6947.781118,2567.402199
393,2010/7/28,25357,hawai,wednesday,July,2010,28,FALSE,15905.61333,7221.639904,2229.746766
394,2010/7/29,25486,hawai,thursday,July,2010,29,FALSE,15991.17156,7069.507404,2425.321031
395,2010/7/30,26649,hawai,friday,July,2010,30,FALSE,16062.40153,7139.535625,3447.062841
396,2010/7/31,27765,hawai,saturday,July,2010,31,FALSE,16112.09071,6876.265098,4776.644188
397,2010/8/1,26179,hawai,sunday,August,2010,1,FALSE,16114.19594,6971.392516,3093.411544
398,2010/8/2,26223,hawai,monday,August,2010,2,FALSE,16079.95364,7525.076182,2617.970173
399,2010/8/3,25441,hawai,tuesday,August,2010,3,FALSE,16035.0574,6979.907874,2426.034726
400,2010/8/4,25234,hawai,wednesday,August,2010,4,FALSE,15973.73049,7083.24685,2177.022658
401,2010/8/5,25102,hawai,thursday,August,2010,5,FALSE,15903.2628,6808.175384,2390.561813
402,2010/8/6,26116,hawai,friday,August,2010,6,FALSE,15842.2875,6853.834971,3419.87753
403,2010/8/7,27868,hawai,saturday,August,2010,7,FALSE,15799.36387,7198.573649,4870.062479
404,2010/8/8,25504,hawai,sunday,August,2010,8,FALSE,15755.02347,6554.704957,3194.271571
405,2010/8/9,25313,hawai,monday,August,2010,9,FALSE,15677.54874,6994.466782,2640.984473
406,2010/8/10,25433,hawai,tuesday,August,2010,10,FALSE,15562.78957,7602.965331,2267.245098
407,2010/8/11,25235,hawai,wednesday,August,2010,11,FALSE,15437.66321,7648.456214,2148.880573
408,2010/8/12,24482,hawai,thursday,August,2010,12,FALSE,15307.82086,6778.806527,2395.372608
409,2010/8/13,25448,hawai,friday,August,2010,13,FALSE,15136.73769,6872.020387,3439.241918
410,2010/8/14,26325,hawai,saturday,August,2010,14,FALSE,14896.32592,6479.195819,4949.478259
411,2010/8/15,25360,hawai,sunday,August,2010,15,FALSE,14621.3471,7488.365489,3250.28741
412,2010/8/16,24566,hawai,monday,August,2010,16,FALSE,14360.21111,7555.748642,2650.040245
413,2010/8/17,23148,hawai,tuesday,August,2010,17,FALSE,14137.99893,6911.485529,2098.515542
414,2010/8/18,22449,hawai,wednesday,August,2010,18,FALSE,13933.36851,6393.190031,2122.44146
415,2010/8/19,23221,hawai,thursday,August,2010,19,FALSE,13720.24283,7068.203326,2432.553839
416,2010/8/20,23328,hawai,friday,August,2010,20,FALSE,13444.71648,6396.311301,3486.972217
417,2010/8/21,25869,hawai,saturday,August,2010,21,FALSE,13111.41239,7748.566312,5009.021295
418,2010/8/22,23417,hawai,sunday,August,2010,22,FALSE,12726.68815,7388.034031,3302.277817
419,2010/8/23,23164,hawai,monday,August,2010,23,FALSE,12302.03304,8204.427887,2657.539072
420,2010/8/24,20452,hawai,tuesday,August,2010,24,FALSE,11875.14741,6658.730713,1918.121873
421,2010/8/25,19487,hawai,wednesday,August,2010,25,FALSE,11490.3672,5920.299296,2076.333508
422,2010/8/26,20034,hawai,thursday,August,2010,26,FALSE,11164.96719,6375.845713,2493.187101
423,2010/8/27,21295,hawai,friday,August,2010,27,FALSE,10965.72747,6781.589418,3547.683114
424,2010/8/28,23057,hawai,saturday,August,2010,28,FALSE,10926.5983,7065.531198,5064.870503
425,2010/8/29,21297,hawai,sunday,August,2010,29,FALSE,11015.21878,6908.627721,3373.153501
426,2010/8/30,19877,hawai,monday,August,2010,30,FALSE,11182.3498,6056.112198,2638.538
427,2010/8/31,20228,hawai,tuesday,August,2010,31,FALSE,11356.03117,7141.56903,1730.399797
428,2010/9/1,21721,hawai,wednesday,September,2010,1,FALSE,11455.478,8258.525973,2006.996027
429,2010/9/2,22399,hawai,thursday,September,2010,2,FALSE,11448.585,8383.687412,2566.727583
430,2010/9/3,23166,hawai,friday,September,2010,3,FALSE,11350.49375,8203.106718,3612.399531
431,2010/9/4,23866,hawai,saturday,September,2010,4,FALSE,11174.58816,7556.61385,5134.797989
432,2010/9/5,20844,hawai,sunday,September,2010,5,FALSE,10943.15824,6446.994562,3453.847194
433,2010/9/6,19921,hawai,monday,September,2010,6,labor_day,10707.68509,6622.001064,2591.313845
434,2010/9/7,19099,hawai,tuesday,September,2010,7,FALSE,10491.05529,7067.282305,1540.662403
435,2010/9/8,19324,hawai,wednesday,September,2010,8,FALSE,10313.6775,7060.130801,1950.191698
436,2010/9/9,19829,hawai,thursday,September,2010,9,FALSE,10200.38653,6989.248015,2639.365455
437,2010/9/10,20808,hawai,friday,September,2010,10,FALSE,10142.96362,6981.224343,3683.812042
438,2010/9/11,21403,hawai,saturday,September,2010,11,FALSE,10115.37384,6084.824207,5202.801956
439,2010/9/12,20587,hawai,sunday,September,2010,12,FALSE,10120.92694,6961.063032,3505.010023
440,2010/9/13,19903,hawai,monday,September,2010,13,FALSE,10175.41037,7181.481047,2546.108582
441,2010/9/14,18324,hawai,tuesday,September,2010,14,FALSE,10264.19715,6662.115342,1397.687512
442,2010/9/15,19303,hawai,wednesday,September,2010,15,FALSE,10365.06258,7030.652957,1907.28446
443,2010/9/16,20324,hawai,thursday,September,2010,16,FALSE,10459.46741,7175.032258,2689.500334
444,2010/9/17,21592,hawai,friday,September,2010,17,FALSE,10540.98848,7303.649883,3747.361637
445,2010/9/18,22709,hawai,saturday,September,2010,18,FALSE,10614.64036,6828.161431,5266.198212
446,2010/9/19,21235,hawai,sunday,September,2010,19,FALSE,10665.55966,7056.180306,3513.260031
447,2010/9/20,20136,hawai,monday,September,2010,20,FALSE,10671.09334,6936.713326,2528.193334
448,2010/9/21,19161,hawai,tuesday,September,2010,21,FALSE,10634.38174,7205.885718,1320.732546
449,2010/9/22,19724,hawai,wednesday,September,2010,22,FALSE,10582.47962,7285.753099,1855.767286
450,2010/9/23,20265,hawai,thursday,September,2010,23,FALSE,10510.12215,7038.349849,2716.528002
451,2010/9/24,21287,hawai,friday,September,2010,24,FALSE,10403.20724,7098.747825,3785.044934
452,2010/9/25,22174,hawai,saturday,September,2010,25,FALSE,10278.88223,6567.656141,5327.461632
453,2010/9/26,21115,hawai,sunday,September,2010,26,FALSE,10179.18551,7421.654776,3514.159711
454,2010/9/27,19303,hawai,monday,September,2010,27,FALSE,10142.58304,6593.95041,2566.466548
455,2010/9/28,17963,hawai,tuesday,September,2010,28,FALSE,10196.26991,6494.347448,1272.382645
456,2010/9/29,18388,hawai,wednesday,September,2010,29,FALSE,10343.15315,6286.078957,1758.767897
457,2010/9/30,20374,hawai,thursday,September,2010,30,FALSE,10558.40879,7094.699009,2720.892206
458,2010/10/1,21247,hawai,friday,October,2010,1,FALSE,10806.07701,6646.305946,3794.617042
459,2010/10/2,24559,hawai,saturday,October,2010,2,FALSE,11098.74573,8049.570078,5410.684194
460,2010/10/3,22069,hawai,sunday,October,2010,3,FALSE,11409.20636,7171.467071,3488.326569
461,2010/10/4,21430,hawai,monday,October,2010,4,FALSE,11689.37795,7115.538238,2625.08381
462,2010/10/5,19460,hawai,tuesday,October,2010,5,FALSE,11905.68076,6305.954417,1248.364827
463,2010/10/6,21445,hawai,wednesday,October,2010,6,FALSE,12071.22148,7724.561336,1649.217187
464,2010/10/7,21953,hawai,thursday,October,2010,7,FALSE,12219.61782,6990.499005,2742.883174
465,2010/10/8,23185,hawai,friday,October,2010,8,FALSE,12377.38113,7011.343958,3796.274912
466,2010/10/9,24642,hawai,saturday,October,2010,9,FALSE,12490.32031,6624.183349,5527.496344
467,2010/10/10,23258,hawai,sunday,October,2010,10,FALSE,12507.70662,7354.876066,3395.417314
468,2010/10/11,22693,hawai,monday,October,2010,11,columbus_day,12449.41166,7601.532523,2642.055819
469,2010/10/12,21615,hawai,tuesday,October,2010,12,FALSE,12367.5739,8018.132926,1229.293177
470,2010/10/13,20743,hawai,wednesday,October,2010,13,FALSE,12256.04111,6902.772149,1584.186745
471,2010/10/14,21149,hawai,thursday,October,2010,14,FALSE,12106.87064,6217.437835,2824.691529
472,2010/10/15,22659,hawai,friday,October,2010,15,FALSE,11935.57877,6918.978583,3804.442647
473,2010/10/16,24647,hawai,saturday,October,2010,16,FALSE,11773.37558,7223.119303,5650.505116
474,2010/10/17,21781,hawai,sunday,October,2010,17,FALSE,11648.91061,6879.884526,3252.204867
475,2010/10/18,21177,hawai,monday,October,2010,18,FALSE,11554.10023,7015.677009,2607.22276
476,2010/10/19,20079,hawai,tuesday,October,2010,19,FALSE,11471.87177,7388.764637,1218.363589
477,2010/10/20,19428,hawai,wednesday,October,2010,20,FALSE,11380.63482,6492.431397,1554.933787
478,2010/10/21,21369,hawai,thursday,October,2010,21,FALSE,11263.36286,7164.392456,2941.244684
479,2010/10/22,21793,hawai,friday,October,2010,22,FALSE,11102.63805,6870.225254,3820.136694
480,2010/10/23,24023,hawai,saturday,October,2010,23,FALSE,10896.42737,7382.883528,5743.689106
481,2010/10/24,21275,hawai,sunday,October,2010,24,FALSE,10676.24223,7503.678904,3095.078868
482,2010/10/25,20093,hawai,monday,October,2010,25,FALSE,10456.53485,7094.076531,2542.388615
483,2010/10/26,17616,hawai,tuesday,October,2010,26,FALSE,10219.68073,6159.550142,1236.769128
484,2010/10/27,18245,hawai,wednesday,October,2010,27,FALSE,9991.184532,6701.825412,1551.990056
485,2010/10/28,18540,hawai,thursday,October,2010,28,FALSE,9840.542273,5637.917299,3061.540427
486,2010/10/29,20797,hawai,friday,October,2010,29,FALSE,9821.56775,7137.200599,3838.231651
487,2010/10/30,22312,hawai,saturday,October,2010,30,FALSE,9923.813584,6591.624827,5796.561589
488,2010/10/31,19312,hawai,sunday,October,2010,31,FALSE,10090.52139,6259.306434,2962.172179
489,2010/11/1,20093,hawai,monday,November,2010,1,halloween,10266.79332,7364.159067,2462.047611
490,2010/11/2,19382,hawai,tuesday,November,2010,2,FALSE,10432.63634,7666.412301,1282.95136
