date,tourist,pc_Siguniang,mob_Siguniang,pc_SichuanEpidemic,mob_SichuanEpidemic,time_idx,weekday,year,month,day,destination,Trend,Seasonal,Resid
2021-07-27,2693,501,1559,967,9830,483,Monday,2021,7,27,SiGuniang,2787.985067,818.4994285,2586.515505
2021-07-28,2145,344,1411,6260,59772,484,Tuesday,2021,7,28,SiGuniang,2738.601781,635.4127167,2270.985503
2021-07-29,715,296,1014,2227,29680,485,Wednesday,2021,7,29,SiGuniang,2265.301937,777.2076797,1172.490384
2021-07-30,548,271,946,1663,24371,486,Thursday,2021,7,30,SiGuniang,2021.890253,788.8602683,1237.249479
2021-07-31,518,191,927,958,18635,487,Friday,2021,7,31,SiGuniang,1801.768107,1845.249833,370.9820595
2021-08-01,451,177,949,895,15221,488,Saturday,2021,8,1,SiGuniang,1554.38047,1393.075136,1003.544394
2021-08-02,514,301,928,1542,13486,489,Sunday,2021,8,2,SiGuniang,1178.142779,730.3226874,2105.534533
2021-08-03,675,265,915,1301,11870,490,Monday,2021,8,3,SiGuniang,968.8199891,809.8110927,2396.368918
2021-08-04,742,295,897,953,6925,491,Tuesday,2021,8,4,SiGuniang,940.4529677,646.0992047,2655.447828
2021-08-05,754,264,883,907,6633,492,Wednesday,2021,8,5,SiGuniang,911.7699135,782.7532089,2559.476878
2021-08-06,507,357,935,916,6998,493,Thursday,2021,8,6,SiGuniang,903.4223954,815.1253274,2288.452277
2021-08-07,793,285,951,730,5578,494,Friday,2021,8,7,SiGuniang,907.0200587,1813.95428,1572.025661
2021-08-08,795,225,922,682,5164,495,Saturday,2021,8,8,SiGuniang,912.2827436,1407.41745,1975.299807
2021-08-09,518,262,931,891,5128,496,Sunday,2021,8,9,SiGuniang,914.9889147,722.3643249,2380.64676
2021-08-10,707,251,934,884,4808,497,Monday,2021,8,10,SiGuniang,930.2762647,796.3085635,2480.415172
2021-08-11,712,273,945,852,4264,498,Tuesday,2021,8,11,SiGuniang,983.6577128,657.0060563,2571.336231
2021-08-12,781,271,937,622,3206,499,Wednesday,2021,8,12,SiGuniang,1053.705447,785.9210756,2441.373477
2021-08-13,1090,281,964,519,2807,500,Thursday,2021,8,13,SiGuniang,1125.790458,841.5026492,2622.706893
2021-08-14,1846,186,956,352,2697,501,Friday,2021,8,14,SiGuniang,1189.089631,1780.646194,2376.264175
2021-08-15,2533,163,955,237,2370,502,Saturday,2021,8,15,SiGuniang,1225.292543,1423.758151,3383.949306
2021-08-16,1090,260,938,448,2247,503,Sunday,2021,8,16,SiGuniang,1257.131599,712.3162253,2620.552176
2021-08-17,1502,276,940,357,1942,504,Monday,2021,8,17,SiGuniang,1292.877101,782.1559278,2926.966971
2021-08-18,1350,295,907,315,1662,505,Tuesday,2021,8,18,SiGuniang,1326.86253,669.3584822,2853.778988
2021-08-19,1081,319,888,391,1725,506,Wednesday,2021,8,19,SiGuniang,1354.190372,786.4610145,2440.348613
2021-08-20,1279,350,887,271,1836,507,Thursday,2021,8,20,SiGuniang,1354.649509,869.7944307,2554.556061
2021-08-21,2106,193,913,195,1511,508,Friday,2021,8,21,SiGuniang,1337.485504,1748.447501,2520.066994
2021-08-22,1865,186,909,186,1428,509,Saturday,2021,8,22,SiGuniang,1307.718527,1440.629375,2616.652098
2021-08-23,883,428,1192,442,2476,510,Sunday,2021,8,23,SiGuniang,1259.840401,701.2266746,2421.932924
2021-08-24,1105,341,971,713,3340,511,Monday,2021,8,24,SiGuniang,1197.547678,767.658354,2639.793968
2021-08-25,823,310,927,478,1683,512,Tuesday,2021,8,25,SiGuniang,1132.941477,681.5043901,2508.554133
2021-08-26,469,319,919,254,1089,513,Wednesday,2021,8,26,SiGuniang,1073.231709,785.0517215,2110.716569
2021-08-27,851,245,953,236,1181,514,Thursday,2021,8,27,SiGuniang,1017.177006,898.9768387,2434.846155
2021-08-28,1580,211,911,182,976,515,Friday,2021,8,28,SiGuniang,969.6395387,1719.023617,2391.336844
2021-08-29,1316,209,938,152,920,516,Saturday,2021,8,29,SiGuniang,937.052412,1457.107144,2421.840444
2021-08-30,682,357,919,182,868,517,Sunday,2021,8,30,SiGuniang,934.3928531,689.4521591,2558.154988
2021-08-31,561,330,894,187,901,518,Monday,2021,8,31,SiGuniang,967.3104932,752.9966905,2340.692816
2021-09-01,605,304,893,150,787,519,Tuesday,2021,9,1,SiGuniang,1018.231636,692.6704568,2394.097907
2021-09-02,851,361,899,154,756,520,Wednesday,2021,9,2,SiGuniang,1079.996561,782.8238036,2488.179635
2021-09-03,1016,326,935,148,812,521,Thursday,2021,9,3,SiGuniang,1153.400054,928.1331362,2434.46681
2021-09-04,2047,240,958,97,706,522,Friday,2021,9,4,SiGuniang,1239.95157,1693.379953,2613.668477
2021-09-05,1781,243,936,114,829,523,Saturday,2021,9,5,SiGuniang,1339.9428,1471.925393,2469.131807
2021-09-06,1060,409,962,177,802,524,Sunday,2021,9,6,SiGuniang,1443.816238,677.3412025,2438.84256
2021-09-07,1289,430,982,158,676,525,Monday,2021,9,7,SiGuniang,1549.214411,737.9053551,2501.880234
2021-09-08,1345,454,965,137,634,526,Tuesday,2021,9,8,SiGuniang,1654.920633,702.4918174,2487.58755
2021-09-09,1552,439,986,146,652,527,Wednesday,2021,9,9,SiGuniang,1761.435876,780.5466669,2510.017457
2021-09-10,1845,426,1077,137,586,528,Thursday,2021,9,10,SiGuniang,1869.009378,956.9618832,2519.028739
2021-09-11,3795,265,1206,146,889,529,Friday,2021,9,11,SiGuniang,1977.625607,1672.26355,3645.110844
2021-09-12,3165,268,1276,133,908,530,Saturday,2021,9,12,SiGuniang,2087.050936,1484.639438,3093.309625
